"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:4Jmrkz9hytD3jaLDkZ7Qvc","PULL UP","spotify:artist:7Lq3yAtwi0Z7zpxEwbQQNZ","VIVIZ","spotify:album:2XZJWoPAW0Ah1msTIFXFSt","The 3rd Mini Album 'VarioUS'","spotify:artist:7Lq3yAtwi0Z7zpxEwbQQNZ","VIVIZ","2023-01-31","https://i.scdn.co/image/ab67616d0000b2730d9c2a11edd1a7efcd73f0d1","1","1","175826","https://p.scdn.co/mp3-preview/971dc75f928f2c14eb36bcbaebc443129c80a857?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","KRA382300381","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-18T01:40:53Z"
"spotify:track:6rMV3HFJWJIC1qF8JNOw2S","Oh My Gosh","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","spotify:album:4nhtnBY8owIQnOsnGQGqW9","memeM","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","2022-03-29","https://i.scdn.co/image/ab67616d0000b27346c28fd13126fd9428625411","1","3","202386","https://p.scdn.co/mp3-preview/454a9342ce3bd9a811f0faf4d09dcfae24234a0b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","KRA382204229","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-18T04:06:07Z"
"spotify:track:0qu54GVbhmBFjpsgiG32PL","ATHLETIC GIRL","spotify:artist:5GwQwY63I9hrUUFlQB8FYU","H1-KEY","spotify:album:3Weg79SFmoXNRUSn08QSPZ","ATHLETIC GIRL","spotify:artist:5GwQwY63I9hrUUFlQB8FYU","H1-KEY","2022-01-05","https://i.scdn.co/image/ab67616d0000b273ef05154fa2b15bac2e806dde","1","1","212613","https://p.scdn.co/mp3-preview/fe42708f7c531aaa3e39dd74cef074551f34775d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","KRB462101497","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-19T16:01:16Z"
"spotify:track:7a86ARVnm366v2UY1z9Ak8","Poppy (Korean Ver.)","spotify:artist:01XYiBYaoMJcNhPokrg0l0","STAYC","spotify:album:5zjvNPacLQjzsBVDxyhuiu","Poppy (Korean Ver.)","spotify:artist:01XYiBYaoMJcNhPokrg0l0","STAYC","2023-02-03","https://i.scdn.co/image/ab67616d0000b2739ad171c61dc18335f76e1138","1","1","178293","https://p.scdn.co/mp3-preview/38710440ad77fa6e232f63f41147c1fac70ef2ed?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","KRA382300512","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-19T16:07:18Z"
"spotify:track:1o844wI52S3TjXGBwvGcc7","Hold On Tight","spotify:artist:6YVMFz59CuY7ngCxTxjpxE","aespa","spotify:album:4bWGRs1SqNwFXaRDXRAANN","Hold On Tight","spotify:artist:6YVMFz59CuY7ngCxTxjpxE","aespa","2023-03-30","https://i.scdn.co/image/ab67616d0000b273fe31201bbc019b1636066dc3","1","1","149718","https://p.scdn.co/mp3-preview/14d89e7277604538333414f02afe98ad31592c9e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","GBAYE2300222","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-21T05:49:25Z"
"spotify:track:4T9hw59r85ZkesNoYWQIJg","Arcade","spotify:artist:1gBUSTR3TyDdTVFIaQnc02","NCT DREAM","spotify:album:4cAcTMGFjTBufC7Eu0FizU","Glitch Mode - The 2nd Album","spotify:artist:1gBUSTR3TyDdTVFIaQnc02","NCT DREAM","2022-03-28","https://i.scdn.co/image/ab67616d0000b273c013775f357bb9ad1eb9e1a7","1","3","207720","https://p.scdn.co/mp3-preview/5511edc02fe8c6ff134d77c15b1e303d2c13e2d1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","KRA302200047","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:40:07Z"
"spotify:track:0GUbhhI5fRx7BlqlqlhjuB","Zimzalabim","spotify:artist:1z4g3DjTBBZKhvAroFlhOM","Red Velvet","spotify:album:2nLEiP268mSFZHW5dajM4R","‘The ReVe Festival’ Day 1","spotify:artist:1z4g3DjTBBZKhvAroFlhOM","Red Velvet","2019-06-19","https://i.scdn.co/image/ab67616d0000b27370a04b3e66d6a4a38237dc7f","1","1","190859","https://p.scdn.co/mp3-preview/2f540dd717ecb266d41e12566e26240973d0c8ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","KRA301900257","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:41:04Z"
"spotify:track:2tEMbypmvYhf84mzVbhxwZ","NANANA","spotify:artist:6nfDaffa50mKtEOwR8g4df","GOT7","spotify:album:3vIVsuFU7ZKCwKB2Yri8lM","GOT7","spotify:artist:6nfDaffa50mKtEOwR8g4df","GOT7","2022-05-23","https://i.scdn.co/image/ab67616d0000b27378672dc9ecfb1a2e87501284","1","3","187466","https://p.scdn.co/mp3-preview/826691b118e86add6846caab531825ecdb751411?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","KRA252201036","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:45:08Z"
"spotify:track:0aW4RWeGekBfU2NhREc5kL","Do It Like This","spotify:artist:3JjvsPeGMbDJqsphe2z8xU","P1Harmony","spotify:album:13kHQp4zyK5jBpsFZmTvHz","DISHARMONY : FIND OUT","spotify:artist:3JjvsPeGMbDJqsphe2z8xU","P1Harmony","2022-01-03","https://i.scdn.co/image/ab67616d0000b273bdbc6077205378b6271af4bf","1","1","192093","https://p.scdn.co/mp3-preview/60b1eb76605b40316b3fd0559c11c37fbbd0d339?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","KRA382164336","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:46:02Z"
"spotify:track:2m59DXEDaV4EEJTuxAiDre","Echo","spotify:artist:0CmvFWTX9zmMNCUi6fHtAx","THE BOYZ","spotify:album:1XezLjrSytsSPPWwknQy9y","Echo [From ""Solo Leveling"" (Original Soundtrack)]","spotify:artist:0CmvFWTX9zmMNCUi6fHtAx","THE BOYZ","2022-03-02","https://i.scdn.co/image/ab67616d0000b2735f029954e54f7cf7312857e2","1","1","225973","https://p.scdn.co/mp3-preview/a98cab9b45faf46b78b27a75d1498f0a306964f8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","KRA382203662","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:47:01Z"
"spotify:track:5ljGBxXb9LthJK0rW61G6X","Ruby","spotify:artist:4TdiASPlU3QdZvGQBothcQ","WOOZI","spotify:album:35F1IiTWhlrhjCSQOwvCC6","Ruby","spotify:artist:4TdiASPlU3QdZvGQBothcQ","WOOZI","2022-01-04","https://i.scdn.co/image/ab67616d0000b27380f462ac435b2f235d3e7a5c","1","1","163733","https://p.scdn.co/mp3-preview/bf576903b7dffee6f449d376adde6916aa0f24b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USA2P2146738","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:48:42Z"
"spotify:track:1BrZwASv0NW4L61k4IJU3k","Don't Stop","spotify:artist:68KmkJeZGfwe1OUaivBa2L","ATEEZ","spotify:album:3YxouNqtb28l4XYOehopZF","Don't Stop","spotify:artist:68KmkJeZGfwe1OUaivBa2L","ATEEZ","2022-01-31","https://i.scdn.co/image/ab67616d0000b273554f77446feef8398b1300ed","1","1","190301","https://p.scdn.co/mp3-preview/5ec4045c9113d86b174be1d2db55c1187cac603f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","KRMIM2203063","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:49:05Z"
"spotify:track:7JDiC68AKimlvMCmZQuA9n","HONEY","spotify:artist:5cYcI546S8Lf97m4mNdYLD","Solar","spotify:album:6eSFX12WIqUtmGsD8UO3FT","容 : FACE","spotify:artist:5cYcI546S8Lf97m4mNdYLD","Solar","2022-03-16","https://i.scdn.co/image/ab67616d0000b273e95d9f505f2469cf74727805","1","2","167626","https://p.scdn.co/mp3-preview/4b61454325a4ea52fd499c5766c573792ce5b970?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","KRA382203888","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:49:30Z"
"spotify:track:6XQ79k5r81pcYZSutBED2t","Real Love","spotify:artist:2019zR22qK2RBvCqtudBaI","OH MY GIRL","spotify:album:1YhcpiP7LF8VOdrqowhui4","Real Love","spotify:artist:2019zR22qK2RBvCqtudBaI","OH MY GIRL","2022-03-28","https://i.scdn.co/image/ab67616d0000b273b3ef3e60eed43bcd803ed546","1","1","201320","https://p.scdn.co/mp3-preview/ddfe173737bef136ab4448c55edcad24c2bb37ad?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","KRB462200204","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:50:03Z"
"spotify:track:7e65OAe9L0xWPSHDiahjQe","Voltage","spotify:artist:2KC9Qb60EaY0kW4eH68vr3","ITZY","spotify:album:3MXVqfk9VG3B757nLlow0D","Voltage","spotify:artist:2KC9Qb60EaY0kW4eH68vr3","ITZY","2022-03-23","https://i.scdn.co/image/ab67616d0000b273aecb87fd2574ad79b05cc024","1","1","221360","https://p.scdn.co/mp3-preview/23cde2f513d61c87d5dc106f7cf50b916beba7b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","JPWP02270334","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:50:13Z"
"spotify:track:2afNmSvxjRvXw3Fqm9qWfK","DEEP","spotify:artist:3U7bOaJLuFkrmDQ1C1OqKl","HYO","spotify:album:2qa6E3bEJ5OqwVgbfWOeF4","DEEP - The 1st Mini Album","spotify:artist:3U7bOaJLuFkrmDQ1C1OqKl","HYO","2022-05-16","https://i.scdn.co/image/ab67616d0000b273da5d3cc4b932b0e51723ab01","1","1","179120","https://p.scdn.co/mp3-preview/b46945ba8e4a0279954348b1061b80057558b20c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","KRA302200089","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:50:45Z"
"spotify:track:7IqYkjcFnqKPmwg6lWxXYv","BUT YOU","spotify:artist:5qRSs6mvI17zrkJpOHkCoM","iKON","spotify:album:3BJeKM18j6QBKLjYVNzgkm","FLASHBACK","spotify:artist:5qRSs6mvI17zrkJpOHkCoM","iKON","2022-05-03","https://i.scdn.co/image/ab67616d0000b273f41379b51e82d7404081dc20","1","1","212687","https://p.scdn.co/mp3-preview/dfa021932c95233fbf02c8c90c435e24d736ae22?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","KRA402100168","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:50:54Z"
"spotify:track:31bblGq3GvqLutoW9wTcZy","Super Yuppers!","spotify:artist:5VyqN5hNo0TbYF0ICU77nn","WJSN Chocome","spotify:album:5Sh3VW04we2IqNP7BlBwuM","Super Yuppers!","spotify:artist:5VyqN5hNo0TbYF0ICU77nn","WJSN Chocome","2022-01-05","https://i.scdn.co/image/ab67616d0000b273c564791fd5ae81ca9da399f4","1","1","217453","https://p.scdn.co/mp3-preview/401b553eecd2bb88f27b08d3fea456a0d5dce9aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","KRA382164381","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:51:33Z"
"spotify:track:0lML1OdwDWQIyGF3i9vk2y","Love In Space","spotify:artist:3IJCdgkBZbieocLZ4e94GZ","Cherry Bullet","spotify:album:1vcO0a7uQpoIoEjJ5lJ4Hf","Cherry Wish","spotify:artist:3IJCdgkBZbieocLZ4e94GZ","Cherry Bullet","2022-03-02","https://i.scdn.co/image/ab67616d0000b273a436d1d155cb24679e84c3bd","1","1","216973","https://p.scdn.co/mp3-preview/0d98446ad5fe8586e49a5290b71398065325f2f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","KRA382203664","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:52:22Z"
"spotify:track:1qHBk92AaOQR4w5uzBfFGb","Chronograph","spotify:artist:0ziR2zN0NFcB4x1G3P8cW3","VICTON","spotify:album:0BZsGRXuCwTB0FpbuWLXCV","Chronograph","spotify:artist:0ziR2zN0NFcB4x1G3P8cW3","VICTON","2022-01-18","https://i.scdn.co/image/ab67616d0000b27395622f1441074a1f097b606d","1","1","180093","https://p.scdn.co/mp3-preview/6be66532334d5ca815bc68ff6887c0207314a86a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","KRA382264646","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:52:34Z"
"spotify:track:2stElshTCkdXTnCkD9moQF","Slow Mo","spotify:artist:2p48L95TwEaYkSdn6R7LOr","BamBam","spotify:album:1J1S8EQgILHHmy64ouQXh7","B","spotify:artist:2p48L95TwEaYkSdn6R7LOr","BamBam","2022-01-18","https://i.scdn.co/image/ab67616d0000b2734fb248eae2430af1b12b4cbf","1","3","152666","https://p.scdn.co/mp3-preview/4a575c24f41cb39f56837d9a62e4ed440acb09a5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","KRMIM2200983","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:52:57Z"
"spotify:track:4zw0hc13H9fbzj2UpD6Rfu","Play","spotify:artist:7Bu0r4MCDX3sbhcFD5IXyx","YUJU","spotify:album:6ofVW04Q32gN1Hxk50S9Fi","[REC.]","spotify:artist:7Bu0r4MCDX3sbhcFD5IXyx","YUJU","2022-01-18","https://i.scdn.co/image/ab67616d0000b273a42bfa2c336bdc2e5c486e49","1","2","201680","https://p.scdn.co/mp3-preview/c1dc962b036682cd98cd4094f0d6104f981666d7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","KRA252200027","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:53:29Z"
"spotify:track:25hPY8NCwcvXr21YdWmPns","Undercover","spotify:artist:1fWUcRSok57yRm8gPKj1Fc","VERIVERY","spotify:album:5b2HT9dEEZptUsusV1Klc5","SERIES 'O' [ROUND 3 : WHOLE]","spotify:artist:1fWUcRSok57yRm8gPKj1Fc","VERIVERY","2022-04-25","https://i.scdn.co/image/ab67616d0000b2732a6aae65fb424fd99d596186","1","2","187520","https://p.scdn.co/mp3-preview/e73f1f615abb4700d51c0c8673518eb0aee5ca17?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","KRA382204559","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:53:41Z"
"spotify:track:1C2P1QRhkrAQHTq3j1YfM1","SHE'S THE BOSS","spotify:artist:0CmvFWTX9zmMNCUi6fHtAx","THE BOYZ","spotify:album:6kPf5szTsKC6OMX3YPuxcS","SHE'S THE BOSS","spotify:artist:0CmvFWTX9zmMNCUi6fHtAx","THE BOYZ","2022-05-14","https://i.scdn.co/image/ab67616d0000b273fb1fed8f07fda6f9e8feacb4","1","1","227009","","false","47","JPPO02201565","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:54:00Z"
"spotify:track:4AfQOvbsAltnzGVziGmRqn","Savior","spotify:artist:7LOmc7gyMVMOWF8qwEdn2X","SF9","spotify:album:4ZFRAcSLdsAGSgyrHB31KH","Savior","spotify:artist:7LOmc7gyMVMOWF8qwEdn2X","SF9","2021-12-30","https://i.scdn.co/image/ab67616d0000b273c81f009eca9e890ec26b8a0a","1","1","190426","https://p.scdn.co/mp3-preview/b888852d1d53276afa2052022332d34d4bf44402?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","KRB462101447","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:54:12Z"
"spotify:track:1TDlDMp9J4cpHj77DETvVb","The Song","spotify:artist:2hcsKca6hCfFMwwdbFvenJ","BTOB","spotify:album:0Ex4iuYoVnF8IBrBBIfYWU","Be Together","spotify:artist:2hcsKca6hCfFMwwdbFvenJ","BTOB","2022-02-21","https://i.scdn.co/image/ab67616d0000b27318b51bf2a280a5ef1661bbf3","1","2","248133","https://p.scdn.co/mp3-preview/1bd9b74182c4a08c2d5bdbfb482b2d7fc740c547?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","KRA392200002","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:54:31Z"
"spotify:track:1t8sqIScEIP0B4bQzBuI2P","MY BAG","spotify:artist:2AfmfGFbe0A0WsTYm0SDTx","(G)I-DLE","spotify:album:1T2W9vDajFreUuycPDjUXk","I NEVER DIE","spotify:artist:2AfmfGFbe0A0WsTYm0SDTx","(G)I-DLE","2022-03-14","https://i.scdn.co/image/ab67616d0000b273c7b6b2976e38a802eebff046","1","8","160520","https://p.scdn.co/mp3-preview/35f921151c6fbfc85aedc59b0800bfd8e3f1cddc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","KRA392100087","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:54:37Z"
"spotify:track:6ry670EtSALRt1yd0W0wca","Make Me Happy","spotify:artist:0BqRGrwqndrtNkojXiqIzL","Whee In","spotify:album:4BLxIwHfv87WeOQ9A4sm9E","WHEE","spotify:artist:0BqRGrwqndrtNkojXiqIzL","Whee In","2022-01-16","https://i.scdn.co/image/ab67616d0000b273974662e5de6399232ea61a8d","1","1","197413","https://p.scdn.co/mp3-preview/a428b4e26fa9c308ff5c6f8b96fdae6ed7a20c55?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","KRG132200001","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:54:55Z"
"spotify:track:3AHV42ObBOu6QZoiCzuF5t","Hurdle","spotify:artist:5zkf2Na8DKKJmtWX5Xrx3m","SUHO","spotify:album:7tZyxlG9PNEBwrxMbIJdoB","Grey Suit - The 2nd Mini Album","spotify:artist:5zkf2Na8DKKJmtWX5Xrx3m","SUHO","2022-04-04","https://i.scdn.co/image/ab67616d0000b27341ac444fbef3261cdcadc9e6","1","3","186066","https://p.scdn.co/mp3-preview/1d31555bcbd2f818c184967e99d64e77a114d728?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","KRA302200066","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:55:07Z"
"spotify:track:0nsIi8do34jaxhKI8C6QLP","Drive","spotify:artist:779v40cWIJUUoIDtC1IGaF","MIYEON","spotify:album:3Z3fQ47AXd0WfDPiDvMecl","MY","spotify:artist:779v40cWIJUUoIDtC1IGaF","MIYEON","2022-04-27","https://i.scdn.co/image/ab67616d0000b2737fd8c5bc18f7bf20b6766db3","1","2","201613","https://p.scdn.co/mp3-preview/bc12cf38610a88ef2eb1951005fd8863f7b7193b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","KRA392200020","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:55:30Z"
"spotify:track:4Xv8foqi6HXnQURBR0FdAZ","Too Bad","spotify:artist:7IkfFdVcI6HrRKuOO9NvX5","WEi","spotify:album:77eiNb82HouMWEiK2xe3sp","Love Pt.1 : First Love","spotify:artist:7IkfFdVcI6HrRKuOO9NvX5","WEi","2022-03-16","https://i.scdn.co/image/ab67616d0000b27366ad5fed527212d60b0df02e","1","2","196560","https://p.scdn.co/mp3-preview/dc82bd6f2b8a476badb4307a71caaf3a90f0bb4a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","KRA382204085","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:55:55Z"
"spotify:track:2uw2ftfyS4yJLWiTtbxasE","CIRCUS","spotify:artist:2dIgFjalVxs4ThymZ67YCE","Stray Kids","spotify:album:4IQHY28D4aHus9lGDlSdPp","CIRCUS","spotify:artist:2dIgFjalVxs4ThymZ67YCE","Stray Kids","2022-06-10","https://i.scdn.co/image/ab67616d0000b273d784afd710070b5fe22b99bf","1","1","194440","https://p.scdn.co/mp3-preview/177c0a11465ddb3b9efd33a24823780801a17c1a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","JPU902201755","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:56:12Z"
"spotify:track:0n3iQmhMVRBigicyMRPZIo","DU DU DU","spotify:artist:34Ecdzh8yGKt2YvPG37PKu","TAN","spotify:album:6037tvwFU3cqeiglPyBoMG","LIMITED EDITION ‘1TAN’","spotify:artist:34Ecdzh8yGKt2YvPG37PKu","TAN","2022-03-10","https://i.scdn.co/image/ab67616d0000b273e827c21f833661043f8dd588","1","2","216573","https://p.scdn.co/mp3-preview/f537e00a380c9cff99321bc56a23605d08935b6a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","KRA382203729","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:56:23Z"
"spotify:track:3Xzyta15TXF33ggEjA5FxN","Glitch","spotify:artist:0qr7Rhj0yU7BPySYecNUlm","KWON EUN BI","spotify:album:3tTjCEJSxnjuVH2ztkCY03","Color","spotify:artist:0qr7Rhj0yU7BPySYecNUlm","KWON EUN BI","2022-04-04","https://i.scdn.co/image/ab67616d0000b27342a6d7b8477a1cf06ebce45f","1","2","224837","https://p.scdn.co/mp3-preview/92cc79677eb08b0d773f793168dc556b6b079770?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","KRA382204215","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:56:31Z"
"spotify:track:4XkeWqW7ogSSvFY6MpR6eP","ZERO","spotify:artist:5IVacR5tKgTu9HotcG8kkl","DRIPPIN","spotify:album:0hqxfMNfdoP3b4vQY0nUNq","DRIPPIN 2nd Single Album [Villain : ZERO]","spotify:artist:5IVacR5tKgTu9HotcG8kkl","DRIPPIN","2022-06-15","https://i.scdn.co/image/ab67616d0000b273cd8fc90db4c66b28389e7114","1","1","218840","https://p.scdn.co/mp3-preview/588d530ecae70e235b23833fa79de6ffe22ffa44?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","KRA382205697","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:56:56Z"
"spotify:track:27vGornenTX2Vrzg9nOyBA","coNEXTion (Age of Light)","spotify:artist:3paGCCtX1Xr4Gx53mSeZuQ","NCT U","spotify:album:4Q1QbnNAgUGq4glyv7dAXn","coNEXTion (Age of Light) - SM STATION : NCT LAB","spotify:artist:3paGCCtX1Xr4Gx53mSeZuQ","NCT U","2022-03-20","https://i.scdn.co/image/ab67616d0000b2731a71ccb65915d0572b68bda5","1","1","226933","https://p.scdn.co/mp3-preview/0e1f0fdb33775faa65fd9c378776a936c9cf10a9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","KRA302200025","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:57:08Z"
"spotify:track:2muZNT1f0eVDC6qbCto2Ma","Switch","spotify:artist:4k2MyP64uZ78mvjKd1Ciq2","KIM WOO SEOK","spotify:album:0wos6TVDS8fbc7WzUgITFY","3RD DESIRE [Reve]","spotify:artist:4k2MyP64uZ78mvjKd1Ciq2","KIM WOO SEOK","2022-03-07","https://i.scdn.co/image/ab67616d0000b273813d0c955b8b021ef01954dc","1","2","203733","https://p.scdn.co/mp3-preview/49ed3d1d01fe7950dbb9fe31ba17a87ba9785055?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","KRB462200240","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:57:18Z"
"spotify:track:4Bk3bszU1CnHq9hS20s2qZ","SAVIOR","spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g","AB6IX","spotify:album:3KuC2m80vVPinf5rYjZSch","A to B","spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g","AB6IX","2022-05-18","https://i.scdn.co/image/ab67616d0000b273b072f313658739e98e099ae4","1","2","181103","https://p.scdn.co/mp3-preview/b771a046ba23558683fa58664337351671da6d04?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","KRA252201017","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:57:36Z"
"spotify:track:41KiFWhvIgjdVura4h93Zh","Upside Down","spotify:artist:5vGoWnZO65NBgiZYBmi3iW","KANGDANIEL","spotify:album:4tk1TxAS90si1va7jPWqGg","The Story","spotify:artist:5vGoWnZO65NBgiZYBmi3iW","KANGDANIEL","2022-05-24","https://i.scdn.co/image/ab67616d0000b27301ece6f7f6d707aa4cd9cdab","1","2","195893","https://p.scdn.co/mp3-preview/a1fecda3945c16fec671f31d35ce7b5c78137422?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","KRB462200529","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:58:17Z"
"spotify:track:5b1PngLlxc7hj3fJXrE2Zm","Glitch Mode","spotify:artist:1gBUSTR3TyDdTVFIaQnc02","NCT DREAM","spotify:album:4cAcTMGFjTBufC7Eu0FizU","Glitch Mode - The 2nd Album","spotify:artist:1gBUSTR3TyDdTVFIaQnc02","NCT DREAM","2022-03-28","https://i.scdn.co/image/ab67616d0000b273c013775f357bb9ad1eb9e1a7","1","2","207053","https://p.scdn.co/mp3-preview/3faf313a940ad928d027ac2e912bf2191542293a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","KRA302200046","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:58:24Z"
"spotify:track:2FzMEX0nP9tFd6phID2tm8","POP","spotify:artist:0qgxiUt2HZ0GoYRYF01aH5","bugAboo","spotify:album:1ZMNqhcar5rjEgjWZ6WFv1","POP","spotify:artist:0qgxiUt2HZ0GoYRYF01aH5","bugAboo","2022-06-13","https://i.scdn.co/image/ab67616d0000b2734a8555ab264ae2934f0b5128","1","1","194157","https://p.scdn.co/mp3-preview/04ca23fe3ee03f179b3692b15b8359ad598c4bbe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","KRA382205642","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:58:30Z"
"spotify:track:7CAdT0HdiQNlt1C7xk2hep","Stay Alive (Prod. SUGA of BTS)","spotify:artist:6HaGTQPmzraVmaVxvz6EUc","Jung Kook","spotify:album:6nvSZLAsbg56fGSCVm8fL9","Stay Alive (Prod. SUGA of BTS)","spotify:artist:6HaGTQPmzraVmaVxvz6EUc","Jung Kook","2022-02-11","https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd","1","1","210928","https://p.scdn.co/mp3-preview/3173cca82b620d3100b2fd31e1675a1c19167abd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USA2P2203296","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:58:43Z"
"spotify:track:7xbF0zvvjJ4oT4HvcYi85k","RE=LOAD","spotify:artist:2f0bPttugNpkg34HIxBIWe","JUST B","spotify:album:0uF2qZ5B62L4ZlfLkAXhd1","JUST BEGUN","spotify:artist:2f0bPttugNpkg34HIxBIWe","JUST B","2022-04-14","https://i.scdn.co/image/ab67616d0000b2739d41dd3242e22109f50a510e","1","2","198333","https://p.scdn.co/mp3-preview/7b03e1c6a5f9b623cfa31fe05e340b834b5a3606?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","KRMIM2212182","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:58:54Z"
